Latent Dirichlet Allocation (LDA),2,5,0.3618577739932992
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",2,5,0.8035865793870961
Non Negative Matrix Factorization (NMF),2,5,0.35567729604391385
Latent Dirichlet Allocation (LDA),3,5,0.42519031676852825
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",3,5,0.6678328205080936
Non Negative Matrix Factorization (NMF),3,5,0.5929384262534173
Latent Dirichlet Allocation (LDA),4,5,0.4512657903331492
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",4,5,0.5198753974516906
Non Negative Matrix Factorization (NMF),4,5,0.5851316249355254
Latent Dirichlet Allocation (LDA),5,5,0.4079202714602469
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",5,5,0.6836827676708397
Non Negative Matrix Factorization (NMF),5,5,0.5089483501218887
Latent Dirichlet Allocation (LDA),6,5,0.435831211513984
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",6,5,0.5106683827808612
Non Negative Matrix Factorization (NMF),6,5,0.5303851927764951
Latent Dirichlet Allocation (LDA),7,5,0.4661296445844504
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",7,5,0.5919412265761209
Non Negative Matrix Factorization (NMF),7,5,0.6146091948394209
Latent Dirichlet Allocation (LDA),8,5,0.4290674185001484
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",8,5,0.6778062551066322
Non Negative Matrix Factorization (NMF),8,5,0.5846818689888682
Latent Dirichlet Allocation (LDA),9,5,0.4516185202520233
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",9,5,0.6022933730197306
Non Negative Matrix Factorization (NMF),9,5,0.5818703438991837
Latent Dirichlet Allocation (LDA),10,5,0.46250712013207673
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",10,5,0.593638218833463
Non Negative Matrix Factorization (NMF),10,5,0.5318175233409219
Latent Dirichlet Allocation (LDA),11,5,0.48299095212602644
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",11,5,0.5878485938604705
Non Negative Matrix Factorization (NMF),11,5,0.5545931710759746
Latent Dirichlet Allocation (LDA),12,5,0.47103493087322823
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",12,5,0.5615018891445762
Non Negative Matrix Factorization (NMF),12,5,0.5306957613215125
Latent Dirichlet Allocation (LDA),13,5,0.48460344667192506
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",13,5,0.5931832254931636
Non Negative Matrix Factorization (NMF),13,5,0.5906192354025696
Latent Dirichlet Allocation (LDA),14,5,0.4934444168409856
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",14,5,0.5719179352469731
Non Negative Matrix Factorization (NMF),14,5,0.5682706494879481
Latent Dirichlet Allocation (LDA),15,5,0.47322531160252146
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",15,5,0.5069186801222423
Non Negative Matrix Factorization (NMF),15,5,0.5932216595331731
Latent Dirichlet Allocation (LDA),16,5,0.47727015700209724
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",16,5,0.537098221788072
Non Negative Matrix Factorization (NMF),16,5,0.5733871486556685
Latent Dirichlet Allocation (LDA),17,5,0.505377752237598
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",17,5,0.5031123784257064
Non Negative Matrix Factorization (NMF),17,5,0.5165844382785508
Latent Dirichlet Allocation (LDA),18,5,0.5192094958051583
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",18,5,0.4462104194930586
Non Negative Matrix Factorization (NMF),18,5,0.5428135764291473
Latent Dirichlet Allocation (LDA),19,5,0.5113675747618454
"Latent Semantic Analysis (LSA), aka Latent Semantic Index (LSI)",19,5,0.4788033856143626
Non Negative Matrix Factorization (NMF),19,5,0.5611099582684032
