LDA,2,5,0,0.02 * list + 0.02 * return + 0.02 * request + 0.01 * retrieve + 0.01 * invoice
LDA,2,5,1,0.02 * information + 0.01 * request + 0.01 * -PRON- + 0.01 * use + 0.01 * would
LSA,2,5,0,0.28 * return + 0.28 * use + 0.26 * request + 0.25 * user + 0.19 * information
LSA,2,5,1,-0.30 * return + -0.28 * request + 0.26 * use + 0.25 * subscription + 0.22 * create
NMF,2,5,0,0.03 * list + 0.02 * return + 0.02 * user + 0.02 * file + 0.01 * name
NMF,2,5,1,0.03 * use + 0.02 * create + 0.02 * request + 0.01 * endpoint + 0.01 * information
LDA,3,5,0,0.02 * list + 0.02 * return + 0.02 * invoice + 0.01 * request + 0.01 * use
LDA,3,5,1,0.02 * information + 0.01 * note + 0.01 * request + 0.01 * wish + 0.01 * use
LDA,3,5,2,0.02 * user + 0.02 * request + 0.02 * list + 0.02 * return + 0.02 * information
LSA,3,5,0,0.28 * return + 0.28 * use + 0.26 * request + 0.25 * user + 0.19 * information
LSA,3,5,1,0.30 * return + 0.28 * request + -0.26 * use + -0.25 * subscription + -0.22 * create
LSA,3,5,2,-0.47 * string + -0.29 * would + -0.28 * -PRON- + -0.27 * name + 0.22 * team
NMF,3,5,0,0.04 * list + 0.02 * use + 0.02 * return + 0.02 * route + 0.01 * specify
NMF,3,5,1,0.03 * would + 0.03 * -PRON- + 0.02 * user + 0.02 * use + 0.02 * endpoint
NMF,3,5,2,0.02 * file + 0.02 * request + 0.02 * return + 0.02 * key + 0.02 * contain
LDA,4,5,0,0.03 * list + 0.02 * return + 0.02 * string + 0.01 * request + 0.01 * subscription
LDA,4,5,1,0.02 * wish + 0.02 * station + 0.02 * information + 0.02 * payment + 0.01 * route
LDA,4,5,2,0.02 * request + 0.02 * user + 0.02 * list + 0.02 * return + 0.02 * get
LDA,4,5,3,0.02 * invoice + 0.02 * note + 0.02 * use + 0.02 * information + 0.01 * return
LSA,4,5,0,-0.28 * return + -0.28 * use + -0.26 * request + -0.25 * user + -0.19 * information
LSA,4,5,1,-0.30 * return + -0.28 * request + 0.26 * use + 0.25 * subscription + 0.22 * create
LSA,4,5,2,0.47 * string + 0.29 * would + 0.28 * -PRON- + 0.27 * name + -0.22 * team
LSA,4,5,3,-0.40 * subscription + 0.33 * user + 0.33 * string + -0.27 * create + -0.27 * file
NMF,4,5,0,0.02 * name + 0.02 * file + 0.02 * user + 0.02 * subscription + 0.02 * would
NMF,4,5,1,0.04 * use + 0.03 * endpoint + 0.02 * token + 0.01 * create + 0.01 * see
NMF,4,5,2,0.04 * return + 0.02 * object + 0.02 * request + 0.02 * contain + 0.02 * list
NMF,4,5,3,0.04 * user + 0.03 * team + 0.02 * node + 0.02 * request + 0.02 * return
LDA,5,5,0,0.03 * list + 0.02 * return + 0.02 * string + 0.01 * request + 0.01 * account
LDA,5,5,1,0.03 * wish + 0.02 * station + 0.02 * information + 0.02 * route + 0.01 * request
LDA,5,5,2,0.03 * request + 0.03 * user + 0.02 * list + 0.02 * return + 0.02 * information
LDA,5,5,3,0.02 * return + 0.02 * note + 0.02 * file + 0.02 * use + 0.02 * information
LDA,5,5,4,0.02 * invoice + 0.02 * payment + 0.02 * -PRON- + 0.02 * would + 0.02 * use
LSA,5,5,0,0.28 * return + 0.28 * use + 0.26 * request + 0.25 * user + 0.19 * information
LSA,5,5,1,0.30 * return + 0.28 * request + -0.26 * use + -0.25 * subscription + -0.22 * create
LSA,5,5,2,0.47 * string + 0.29 * would + 0.28 * -PRON- + 0.27 * name + -0.22 * team
LSA,5,5,3,-0.40 * subscription + 0.33 * user + 0.33 * string + -0.27 * create + -0.27 * file
LSA,5,5,4,0.63 * file + 0.30 * folder + -0.22 * subscription + -0.18 * registration + 0.16 * parameter
NMF,5,5,0,0.04 * user + 0.04 * would + 0.03 * -PRON- + 0.03 * return + 0.03 * filter
NMF,5,5,1,0.04 * request + 0.03 * use + 0.03 * file + 0.03 * create + 0.02 * token
NMF,5,5,2,0.02 * name + 0.02 * file + 0.02 * create + 0.02 * field + 0.02 * account
NMF,5,5,3,0.03 * return + 0.03 * team + 0.03 * list + 0.02 * information + 0.02 * endpoint
NMF,5,5,4,0.04 * use + 0.02 * value + 0.02 * subscription + 0.02 * call + 0.02 * search
LDA,6,5,0,0.03 * list + 0.02 * return + 0.02 * string + 0.01 * create + 0.01 * use
LDA,6,5,1,0.04 * wish + 0.03 * station + 0.02 * route + 0.02 * information + 0.01 * return
LDA,6,5,2,0.03 * request + 0.02 * list + 0.02 * user + 0.02 * retrieve + 0.02 * return
LDA,6,5,3,0.02 * note + 0.02 * file + 0.02 * use + 0.02 * information + 0.01 * return
LDA,6,5,4,0.02 * -PRON- + 0.02 * would + 0.02 * invoice + 0.02 * request + 0.02 * create
LDA,6,5,5,0.03 * return + 0.02 * payment + 0.02 * information + 0.02 * user + 0.01 * -PRON-
LSA,6,5,0,0.28 * return + 0.28 * use + 0.26 * request + 0.25 * user + 0.19 * information
LSA,6,5,1,-0.30 * return + -0.28 * request + 0.26 * use + 0.25 * subscription + 0.22 * create
LSA,6,5,2,0.47 * string + 0.29 * would + 0.28 * -PRON- + 0.27 * name + -0.22 * team
LSA,6,5,3,0.40 * subscription + -0.33 * user + -0.33 * string + 0.27 * create + 0.27 * file
LSA,6,5,4,0.63 * file + 0.30 * folder + -0.22 * subscription + -0.18 * registration + 0.16 * parameter
LSA,6,5,5,-0.52 * string + -0.34 * request + 0.27 * value + -0.20 * stre + 0.20 * filter
NMF,6,5,0,0.06 * list + 0.03 * return + 0.03 * route + 0.02 * use + 0.02 * filter
NMF,6,5,1,0.03 * string + 0.03 * value + 0.03 * field + 0.03 * would + 0.03 * -PRON-
NMF,6,5,2,0.05 * request + 0.03 * return + 0.03 * information + 0.02 * group + 0.02 * retrieve
NMF,6,5,3,0.05 * node + 0.04 * user + 0.03 * return + 0.03 * contain + 0.02 * filter
NMF,6,5,4,0.04 * file + 0.03 * endpoint + 0.02 * request + 0.02 * parameter + 0.02 * folder
NMF,6,5,5,0.04 * use + 0.04 * user + 0.03 * access + 0.02 * create + 0.02 * team
LDA,7,5,0,0.03 * list + 0.02 * string + 0.02 * return + 0.02 * request + 0.02 * retrieve
LDA,7,5,1,0.05 * wish + 0.04 * station + 0.03 * route + 0.02 * bus + 0.02 * information
LDA,7,5,2,0.04 * request + 0.02 * list + 0.02 * return + 0.02 * retrieve + 0.02 * information
LDA,7,5,3,0.02 * file + 0.02 * note + 0.02 * use + 0.02 * information + 0.02 * return
LDA,7,5,4,0.02 * would + 0.02 * -PRON- + 0.02 * create + 0.02 * use + 0.02 * endpoint
LDA,7,5,5,0.04 * invoice + 0.03 * payment + 0.03 * return + 0.02 * information + 0.02 * -PRON-
LDA,7,5,6,0.03 * user + 0.03 * entity + 0.03 * access + 0.02 * list + 0.02 * create
LSA,7,5,0,0.28 * return + 0.28 * use + 0.26 * request + 0.25 * user + 0.19 * information
LSA,7,5,1,-0.30 * return + -0.28 * request + 0.26 * use + 0.25 * subscription + 0.22 * create
LSA,7,5,2,-0.47 * string + -0.29 * would + -0.28 * -PRON- + -0.27 * name + 0.22 * team
LSA,7,5,3,-0.40 * subscription + 0.33 * user + 0.33 * string + -0.27 * create + -0.27 * file
LSA,7,5,4,0.63 * file + 0.30 * folder + -0.22 * subscription + -0.18 * registration + 0.16 * parameter
LSA,7,5,5,0.52 * string + 0.34 * request + -0.27 * value + 0.20 * stre + -0.20 * filter
LSA,7,5,6,-0.56 * user + 0.31 * route + 0.28 * list + 0.25 * use + -0.15 * node
NMF,7,5,0,0.05 * file + 0.03 * request + 0.03 * return + 0.02 * api + 0.02 * list
NMF,7,5,1,0.03 * value + 0.03 * field + 0.03 * name + 0.02 * string + 0.02 * file
NMF,7,5,2,0.05 * team + 0.03 * return + 0.03 * key + 0.03 * organization + 0.02 * request
NMF,7,5,3,0.03 * use + 0.02 * create + 0.02 * post + 0.01 * list + 0.01 * call
NMF,7,5,4,0.04 * would + 0.04 * -PRON- + 0.03 * return + 0.03 * information + 0.02 * user
NMF,7,5,5,0.04 * create + 0.02 * subscription + 0.02 * use + 0.02 * call + 0.01 * email
NMF,7,5,6,0.06 * user + 0.05 * endpoint + 0.03 * use + 0.03 * group + 0.02 * must
LDA,8,5,0,0.03 * list + 0.03 * string + 0.02 * return + 0.02 * filter + 0.02 * field
LDA,8,5,1,0.07 * wish + 0.03 * route + 0.02 * station + 0.02 * information + 0.02 * return
LDA,8,5,2,0.05 * request + 0.03 * list + 0.02 * retrieve + 0.02 * return + 0.02 * information
LDA,8,5,3,0.02 * file + 0.02 * retrieve + 0.02 * return + 0.02 * information + 0.02 * use
LDA,8,5,4,0.02 * would + 0.02 * -PRON- + 0.02 * use + 0.02 * specific + 0.01 * station
LDA,8,5,5,0.05 * payment + 0.03 * invoice + 0.03 * return + 0.02 * information + 0.02 * -PRON-
LDA,8,5,6,0.04 * entity + 0.02 * order + 0.02 * create + 0.02 * note + 0.02 * operation
LDA,8,5,7,0.04 * user + 0.03 * access + 0.02 * use + 0.02 * endpoint + 0.02 * must
LSA,8,5,0,0.28 * return + 0.28 * use + 0.26 * request + 0.25 * user + 0.19 * information
LSA,8,5,1,0.30 * return + 0.28 * request + -0.26 * use + -0.25 * subscription + -0.22 * create
LSA,8,5,2,0.47 * string + 0.29 * would + 0.28 * -PRON- + 0.27 * name + -0.22 * team
LSA,8,5,3,0.40 * subscription + -0.33 * user + -0.33 * string + 0.27 * create + 0.27 * file
LSA,8,5,4,-0.63 * file + -0.30 * folder + 0.22 * subscription + 0.18 * registration + -0.16 * parameter
LSA,8,5,5,-0.52 * string + -0.34 * request + 0.27 * value + -0.20 * stre + 0.20 * filter
LSA,8,5,6,0.56 * user + -0.31 * route + -0.28 * list + -0.25 * use + 0.15 * node
LSA,8,5,7,-0.42 * team + 0.29 * email + 0.27 * allow + 0.24 * post + 0.20 * group
NMF,8,5,0,0.06 * user + 0.03 * access + 0.03 * list + 0.02 * key + 0.02 * use
NMF,8,5,1,0.02 * call + 0.02 * bundle + 0.02 * object + 0.02 * create + 0.02 * request
NMF,8,5,2,0.07 * file + 0.03 * folder + 0.02 * create + 0.02 * name + 0.02 * information
NMF,8,5,3,0.05 * use + 0.04 * team + 0.03 * endpoint + 0.02 * api + 0.02 * image
NMF,8,5,4,0.05 * user + 0.03 * return + 0.02 * pool + 0.02 * would + 0.02 * endpoint
NMF,8,5,5,0.06 * request + 0.04 * return + 0.03 * contain + 0.03 * list + 0.02 * node
NMF,8,5,6,0.04 * filter + 0.03 * subscription + 0.02 * value + 0.02 * resource + 0.02 * message
NMF,8,5,7,0.04 * string + 0.03 * value + 0.02 * name + 0.02 * would + 0.02 * -PRON-
LDA,9,5,0,0.03 * return + 0.03 * string + 0.03 * invoice + 0.02 * list + 0.02 * request
LDA,9,5,1,0.08 * wish + 0.04 * route + 0.02 * information + 0.02 * return + 0.01 * station
LDA,9,5,2,0.04 * request + 0.03 * station + 0.03 * retrieve + 0.02 * list + 0.02 * information
LDA,9,5,3,0.02 * file + 0.02 * note + 0.02 * request + 0.02 * return + 0.02 * information
LDA,9,5,4,0.02 * would + 0.02 * -PRON- + 0.02 * payment + 0.02 * specific + 0.02 * list
LDA,9,5,5,0.04 * payment + 0.03 * return + 0.03 * information + 0.02 * -PRON- + 0.02 * would
LDA,9,5,6,0.03 * list + 0.02 * entity + 0.02 * project + 0.02 * user + 0.02 * order
LDA,9,5,7,0.04 * user + 0.03 * access + 0.03 * use + 0.02 * endpoint + 0.02 * must
LDA,9,5,8,0.02 * part + 0.02 * use + 0.02 * return + 0.02 * contain + 0.02 * feed
LSA,9,5,0,0.28 * return + 0.28 * use + 0.26 * request + 0.25 * user + 0.19 * information
LSA,9,5,1,-0.30 * return + -0.28 * request + 0.26 * use + 0.25 * subscription + 0.22 * create
